Application,Repeat Count,IP Protocol,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),Packets Sent,Packets Received,Session End Reason,Risk of app,Packets per second,Bytes per second,Average packet size,Label
web-browsing,3,6,17353,9700,3067,61,59.21022257240756,162,79,tcp-rst-from-server,1,1.030227333179341,293.0743428305099,284.4753632007601,0
incomplete,2,6,2634,2032,6912,427,52.03828923474838,54,244,aged-out,1,8.20549491968931,50.616565851198224,6.168618122514799,0
incomplete,1,17,17102,3499,5405,20,44.48194397517844,69,50,tcp-reuse,1,0.4496205362552257,384.4705205518435,855.0995724502138,0
dns-base,1,17,10029,3081,2469,411,43.37361183894858,97,77,aged-out,1,9.475805399099292,231.22348503057617,24.401459260305128,0
dns-base,4,6,10366,8104,7826,267,41.933716089483234,34,14,tcp-rst-from-server,1,6.367189966144274,247.19959246835785,38.823968583371965,0
web-browsing,4,6,14149,6358,4790,207,31.898950669849828,164,212,tcp-reuse,1,6.489239638319994,443.5567712202396,68.35265370277035,0
dns-base,1,6,18068,5412,3273,458,27.692219064732548,192,46,tcp-reuse,1,16.538935848370766,652.4574080968624,39.449780798039725,0
incomplete,1,17,7492,3696,3168,215,28.017130619859167,104,207,tcp-reuse,1,7.673873751684827,267.40773091917544,34.84651000713907,0
incomplete,4,17,1029,9035,9877,414,40.777811237306224,125,40,tcp-fin,1,10.152577735596273,25.23430553122841,2.4855071863404063,0
dns-base,3,17,6097,6739,9713,46,40.09372004645999,23,119,tcp-rst-from-server,1,1.1473115608524305,152.06866492428844,132.5434494470762,0
incomplete,2,6,15900,7427,1276,253,54.93734556753119,124,27,tcp-rst-from-client,1,4.605245326906977,289.4205561178693,62.84584731834595,0
web-browsing,3,17,10885,6334,1793,478,1.9449979265386117,159,72,tcp-reuse,1,245.7573532107202,5596.3782211269645,22.77196605079569,0
incomplete,2,6,13356,3595,1804,275,30.74162668229538,186,86,aged-out,1,8.94552241450362,434.4596267931285,48.56727096119016,0
dns-base,2,6,13141,1235,7049,386,45.23674800265569,109,220,tcp-rst-from-server,1,8.532883810491885,290.49385013905146,34.04404056880724,0
dns-base,4,6,16727,8280,9986,214,13.705110040753578,31,179,aged-out,1,15.614602379523062,1220.4927757115993,78.16354774936693,0
incomplete,2,6,17099,1551,2287,201,53.392091857010485,74,83,tcp-rst-from-server,1,3.764601748369048,320.2533596784197,85.06964750897276,0
dns-base,4,6,17091,7389,5060,230,6.793845928948319,172,92,tcp-reuse,1,33.854117956782126,2515.6553478233186,74.3086924213612,0
web-browsing,3,17,9058,3268,6461,267,9.698189345668792,166,147,tcp-rst-from-client,1,27.530883876834515,933.9878133197268,33.9250923623561,0
ping,2,6,12469,785,2372,192,57.65886038614413,142,48,tcp-fin,1,3.3299299607183954,216.25467020936287,64.94270495090078,0
incomplete,2,6,16908,4962,5492,28,33.773582630027846,249,151,tcp-reuse,1,0.8290500897172961,500.6278184621444,603.8569271939546,0
ping,1,17,9198,366,7313,365,10.544068799510496,139,94,aged-out,1,34.61658499905605,872.3379419762126,25.19999930958906,0
web-browsing,4,17,7100,8453,5379,238,27.60528170230302,95,24,aged-out,1,8.62153541308692,257.19706484418964,29.831931519666743,0
dns-base,3,6,11564,1089,2219,283,15.67748257228121,189,133,tcp-reuse,1,18.051356024901697,737.6179543178912,40.86218936882724,0
ping,4,6,9112,9629,1029,244,34.78912995297882,26,235,tcp-fin,1,7.013683015153339,261.92081817244764,37.344260764579474,0
incomplete,2,17,17227,8966,9902,25,29.663052984707463,243,126,tcp-rst-from-server,1,0.8427990060530341,580.7559390910247,689.0797243681103,0
web-browsing,3,6,13944,9118,3372,386,21.62668549731882,208,63,tcp-reuse,1,17.848311594707315,644.7586965714995,36.1243513957422,0
incomplete,3,17,2126,6553,6334,336,12.110933307531797,236,199,aged-out,1,27.743503661770227,175.54371662179614,6.327380764066049,0
web-browsing,4,17,3861,9107,2836,250,13.27656415266889,63,26,tcp-fin,1,18.830158829018732,290.8129729553653,15.443999382240024,0
ping,2,6,13458,3648,4452,27,51.637041384752415,102,91,tcp-reuse,1,0.5228803596630744,260.6268103831724,498.4442598354593,0
ping,4,6,1699,4885,7521,329,53.59400485930205,92,241,tcp-reuse,1,6.138745172641177,31.701301058715377,5.1641335816372775,0
dns-base,3,6,13991,992,4128,208,22.328751572049043,247,13,tcp-reuse,1,9.31533973923447,626.5909533251418,67.26441984305674,0
web-browsing,4,6,5931,5876,8806,35,30.43665586280294,16,249,aged-out,1,1.1499288443013718,194.86365644432675,169.45709444083013,0
incomplete,4,6,860,303,5002,97,17.06408392517141,100,66,tcp-fin,1,5.684450661450847,50.39822235925493,8.8659784674249,0
web-browsing,1,6,5470,3846,7358,247,26.516281971790693,148,201,tcp-fin,1,9.315027918035089,206.28827008765967,22.145748091265254,0
incomplete,1,17,13691,9101,2136,369,18.209218970505848,237,5,tcp-rst-from-client,1,20.26444945020367,751.8714835304565,37.10298002430949,0
dns-base,1,6,10656,2910,3523,315,25.95893272838012,79,249,tcp-rst-from-server,1,12.134546591360987,410.4943761191831,33.82857035464856,0
web-browsing,2,17,8543,2461,4531,347,49.49600530734463,96,79,tcp-fin,1,7.010665360540836,172.59975266599528,24.619595832288308,0
dns-base,2,17,10974,9225,736,383,12.215021835085407,230,206,tcp-fin,1,31.35480980900137,898.4012606892455,28.65274076624698,0
incomplete,1,17,7109,3694,5574,90,27.86837181184984,63,175,aged-out,1,3.229466303699461,255.09195503332745,78.98888011234665,0
incomplete,1,6,19005,7391,6893,343,17.46852902213588,107,200,aged-out,1,19.63529975605604,1087.9558946467785,55.40816164990783,0
ping,1,17,9803,3627,2087,108,35.65941923893314,181,129,tcp-fin,1,3.0286519527935982,274.906250863293,90.76851011402684,0
dns-base,4,6,10203,7422,4407,202,26.673535824305997,178,143,aged-out,1,7.573046393251908,382.5138235165803,50.509898489608986,0
incomplete,4,6,13075,1807,3775,440,41.67531676807044,22,118,tcp-reuse,1,10.557805639981352,313.7347925971732,29.71590841554754,0
dns-base,3,6,12548,2319,7907,43,37.23570396972864,196,222,tcp-fin,1,1.1548053042559496,336.98830134427106,291.81388562467777,0
web-browsing,3,6,9016,5182,3795,349,17.43495955056906,218,153,tcp-rst-from-client,1,20.01724172719355,517.121637284748,25.833810148028363,0
incomplete,4,17,9231,3594,7435,234,48.72235281439511,60,210,aged-out,1,4.802722743381901,189.4612548895655,39.44871626287537,0
web-browsing,2,17,18900,7015,4432,327,6.217461777154359,92,79,tcp-rst-from-client,1,52.59372486442759,3039.820794916457,57.79816337008676,0
ping,1,6,13281,1723,1577,175,51.71454785050588,48,247,tcp-reuse,1,3.38396009313049,256.81356569637734,75.89142423477576,0
incomplete,1,17,15723,4652,8224,301,56.7400397962557,161,207,tcp-reuse,1,5.304894886078565,277.10585479672187,52.23587866325985,0
incomplete,3,6,3405,7724,8992,100,22.553470942190607,89,104,aged-out,1,4.433905358393296,150.9744774532917,34.04999659500034,0
incomplete,4,6,15610,653,8892,487,56.40823968538674,179,85,tcp-rst-from-client,1,8.633488943837294,276.7325716905548,32.053387432168634,0
dns-base,3,17,10498,7378,7014,398,33.94988983255071,156,188,tcp-reuse,1,11.723156827060883,309.2203526896612,26.37688375937478,0
incomplete,4,6,3523,8696,8780,128,35.49451875690239,24,153,aged-out,1,3.606189587039064,99.25473371202048,27.523435349731614,0
dns-base,4,17,6913,4599,7545,298,59.808724230995935,33,191,aged-out,1,4.982549853823209,115.585124629127,23.19798579872531,0
dns-base,3,17,6014,9803,6474,374,31.172485117705985,62,22,aged-out,1,11.99775631009941,192.92648783138463,16.080213473791083,0
ping,3,6,6690,5458,3460,71,44.99870806582005,61,99,aged-out,1,1.5778227258862714,148.67090191801628,94.22533884150155,0
ping,1,6,540,2313,2443,461,38.64703268532951,23,111,tcp-fin,1,11.928467690362153,13.972608574393844,1.1713665689508337,0
ping,4,17,10723,2071,3048,404,32.96204851078986,152,7,tcp-fin,1,12.25651607492153,325.3134204737217,26.54207855093865,0
incomplete,1,17,11614,2446,8007,234,21.685081371264985,6,48,tcp-rst-from-server,1,10.790823796577332,535.5753315104664,49.63247651143263,0
web-browsing,1,17,19415,7926,2332,484,15.405602272174788,23,33,tcp-rst-from-client,1,31.41712198444641,1260.255006876089,40.113635534842246,0
ping,3,17,10846,8430,5520,116,25.11051729605875,168,64,tcp-rst-from-client,1,4.619576428337565,431.9303960495623,93.49999193965589,0
web-browsing,4,6,4276,9583,8717,193,24.459588851995463,13,10,tcp-rst-from-server,1,7.890562767109922,174.81889322363745,22.15543926655755,0
ping,1,6,1089,9292,3396,353,9.251529236002533,225,248,tcp-reuse,1,38.15581288638912,117.71014230390298,3.0849857483006877,0
dns-base,1,17,8985,2717,3593,406,42.43708087084804,94,142,tcp-reuse,1,9.56710254328248,211.72516342707647,22.13054132683396,0
dns-base,4,17,3347,9472,319,234,7.684074057892498,217,212,aged-out,1,30.452555989370428,435.5756619505249,14.303418192161615,0
ping,3,6,16170,7022,5585,10,22.59600280864013,14,213,tcp-reuse,1,0.4425559537732365,715.6129772513234,1616.998383001617,0
incomplete,2,17,17968,1866,1192,375,27.26381913300211,145,24,tcp-fin,1,13.754487609595268,659.0416889845541,47.91466538894226,0
ping,3,17,6034,5261,9088,486,24.46239460755686,249,146,tcp-rst-from-server,1,19.867221060102416,246.6642219684321,12.41563760461651,0
ping,1,6,13156,7111,9171,259,44.37848949941508,136,183,tcp-rst-from-server,1,5.836159467343273,296.44986081995404,50.795364834155805,0
incomplete,2,17,19646,5526,8112,128,58.24144270763997,61,239,tcp-reuse,1,2.197747378358392,337.3198827752263,153.48436300903413,0
web-browsing,2,6,16543,4257,9157,409,4.886469716378862,105,127,tcp-reuse,1,83.70033720371002,3385.463761273777,40.44743177390143,0
ping,4,6,16402,7920,9777,238,23.87517546417804,90,26,tcp-fin,1,9.9685089507301,686.9894277725845,68.9159634909259,0
incomplete,4,17,13155,9437,3596,216,50.61990692849139,83,40,aged-out,1,4.267095110115136,259.8779452479843,60.90277495820487,0
web-browsing,2,6,3979,8253,6758,386,37.51952117829156,239,6,tcp-rst-from-client,1,10.28797503267674,106.0514317487584,10.308289888386271,0
web-browsing,2,17,6081,1322,7373,192,33.84095791550977,164,122,tcp-fin,1,5.673596585043415,179.6934418419219,31.67187335042326,0
ping,1,6,19722,5614,832,101,50.006113680949056,56,30,tcp-rst-from-server,1,2.019752633585518,394.39169742152063,195.2673073992765,0
dns-base,1,17,12862,832,4856,245,48.75502315313388,237,6,tcp-fin,1,5.025122211085029,263.8086607305128,52.49795704089971,0
dns-base,2,17,10413,552,2998,489,36.10633636783317,74,8,tcp-fin,1,13.54332545913994,288.3980531820536,21.294478092137464,0
incomplete,4,6,3566,8098,9944,398,42.94418944575516,6,34,tcp-rst-from-server,1,9.26784071275406,83.03798990372104,8.959798769854302,0
incomplete,1,17,16038,6225,2030,85,48.45009577402136,88,231,tcp-fin,1,1.7543821348182993,331.020949155481,188.6823307432552,0
ping,4,6,12243,8769,6037,96,36.3802594719127,89,214,tcp-reuse,1,2.638792988438872,336.52856830684493,127.53123671549618,0
incomplete,1,17,11699,3094,3866,285,33.5796231295384,136,125,aged-out,1,8.48728748466579,348.395706256509,41.0491213666975,0
web-browsing,3,6,11314,8254,7417,469,57.29746913705499,245,102,tcp-reuse,1,8.185351381308708,197.46069408982245,24.123666863034824,0
dns-base,1,17,16296,4122,8230,182,29.131376321844527,55,71,tcp-rst-from-server,1,6.247557118952662,559.3966528046845,89.53845661876612,0
ping,3,17,3058,7584,1433,65,4.520264064593178,114,175,tcp-rst-from-server,1,14.379659080660185,676.5076533639822,47.046146608285135,0
dns-base,1,17,3866,3970,1006,127,41.84576398739064,215,94,tcp-rst-from-server,1,3.0349540204052343,92.38686805422547,30.44094248496516,0
incomplete,1,6,14393,8972,8846,207,39.534963908775886,43,181,tcp-reuse,1,5.235870408758524,364.0574047983644,69.53139760717886,0
ping,4,6,5554,6587,6417,213,21.885381564602422,191,14,tcp-fin,1,9.732519492340616,253.776588077276,26.07511614670816,0
incomplete,2,6,3413,9454,7282,176,46.95456680702806,214,199,tcp-fin,1,3.748303402314057,72.68726995510157,19.392044352724756,0
web-browsing,2,6,15807,1967,7591,273,35.059036900598585,32,179,tcp-rst-from-server,1,7.786863139035844,450.86793274263584,57.90109678017961,0
web-browsing,1,17,16996,5884,3678,403,30.14069511003896,241,58,tcp-rst-from-client,1,13.370622834758198,563.8885997507452,42.17369622397776,0
ping,1,17,7934,7651,3661,216,4.697286195632788,24,32,tcp-fin,1,45.98390031286966,1689.0567827884622,36.73147978095001,0
ping,4,6,19718,5023,2844,130,5.054271570134826,13,172,tcp-rst-from-server,1,25.720767273464777,3901.2468392167575,151.67691140946835,0
dns-base,2,6,19028,6272,5230,391,3.2035509218247054,212,136,aged-out,1,122.05168234393732,5939.640438978106,48.664960392200506,0
incomplete,2,17,2041,9865,4134,447,29.658381740737763,10,37,aged-out,1,15.071619658527064,68.81694792629472,4.565995423579521,0
incomplete,1,6,850,6838,1552,167,48.949276014259866,164,5,tcp-fin,1,3.4116942982855702,17.364911099058293,5.089820054501793,0
ping,1,6,3885,2039,1346,447,24.49333635453933,165,176,tcp-rst-from-client,1,18.249854206514243,158.61450468077817,8.691274973349554,0
web-browsing,2,6,5366,9201,3512,396,12.371031349785422,107,233,tcp-reuse,1,32.01023978526017,433.75491587804567,13.55050470832059,0
ping,3,17,12199,6992,1412,411,6.354429539710195,116,50,tcp-fin,1,64.67918963294508,1919.7601808571703,29.681264484640767,0
ping,4,6,8756,6684,9747,438,38.82849026586124,197,210,tcp-fin,1,11.280373874885347,225.5044603846943,19.990867123496187,0
ping,4,6,15888,3915,3694,130,54.63133777105793,135,214,tcp-rst-from-server,1,2.3795861772399864,290.8220398768377,122.2153752142019,0
incomplete,1,17,12546,5805,2224,18,28.39551475712832,184,107,tcp-rst-from-client,1,0.6339027066397617,441.8301865279138,696.9996127779929,0
dns-base,1,6,995,982,4098,463,18.778623283875262,92,218,tcp-fin,1,24.655681433300384,52.98575167631508,2.149028031338488,0
incomplete,1,17,15855,7396,1627,206,42.94438541800024,114,195,tcp-rst-from-server,1,4.796900689715022,369.1983516283091,76.96601568126137,0
ping,2,6,9117,733,1914,357,21.39915019208602,144,184,tcp-fin,1,16.68289768362163,426.044756811144,25.53781441070548,0
web-browsing,1,17,3112,9898,514,294,22.892856054589583,140,19,tcp-rst-from-server,1,12.842428698046682,135.93754458612676,10.585033653570283,0
incomplete,2,17,17824,3488,5577,84,35.44695402908384,231,39,tcp-reuse,1,2.3697375022323186,502.8357290451054,212.19045092970825,0
incomplete,3,6,7291,3069,2011,114,7.826156015969448,89,86,aged-out,1,14.56651951509599,931.6183665312708,63.95613474068993,0
ping,2,6,690,5492,740,52,34.1841206980393,163,52,aged-out,1,1.5211736831728928,20.18480464210185,13.269228217456112,0
ping,3,6,9060,9708,6122,406,26.62662309085816,190,182,tcp-fin,1,15.2478910350627,340.26081964942875,22.31527038632339,0
web-browsing,3,6,16350,9356,1024,483,9.476447105837469,248,17,tcp-rst-from-server,1,50.96841515828457,1725.328339209012,33.850930976171206,0
ping,3,6,920,6603,5074,169,9.320189191402864,198,122,tcp-rst-from-server,1,18.13265967060972,98.71033666840792,5.443786660130967,0
web-browsing,2,17,14302,9697,3669,19,49.0809390581663,206,6,tcp-reuse,1,0.3871155787448795,291.396158274172,752.7364459281864,0
dns-base,4,6,12769,9502,7927,104,19.214117747828723,5,7,tcp-rst-from-server,1,5.412683904516688,664.5630843920537,122.778834348189,0
web-browsing,4,6,9416,1762,1536,354,18.26968882163618,62,176,aged-out,1,19.37634568889389,515.3889011486579,26.59886930511669,0
incomplete,3,6,6868,5615,8256,295,1.455422218676836,167,83,tcp-rst-from-client,1,202.68893062446472,4718.873137385844,23.281355143004912,0
incomplete,3,6,18402,2403,8713,374,54.856348276175375,111,178,tcp-rst-from-client,1,6.817805843346179,335.4579228054984,49.20320724055596,0
web-browsing,4,6,9776,6373,8482,291,22.599984465640716,64,74,tcp-reuse,1,12.876109347832536,432.5664776096594,33.59450056376287,0
incomplete,1,6,16389,9737,6230,285,5.813914318697281,214,63,tcp-rst-from-server,1,49.02024594359695,2818.9221430512644,57.50526114016628,0
incomplete,1,17,19380,5271,768,270,57.470153288036656,173,58,tcp-fin,1,4.698090009711263,337.2184606970529,71.77777511934167,0
dns-base,3,17,19192,2794,4705,150,25.101555284787626,217,205,tcp-rst-from-client,1,5.975722959830913,764.5738336338326,127.94665813688944,0
dns-base,3,6,4088,5075,1048,471,55.31844686119149,90,20,tcp-fin,1,8.514337288580961,73.8993860630976,8.67940533589373,0
ping,4,17,2776,4354,9146,453,15.763364426069716,132,195,tcp-reuse,1,28.73750174016177,176.1044256748103,6.128035184811585,0
web-browsing,4,6,3780,3422,7022,53,49.53145778895742,69,21,tcp-rst-from-client,1,1.0700268408322002,76.31512185557958,71.3207412602375,0
web-browsing,1,6,5663,3746,9040,50,4.322745542852962,235,130,aged-out,1,11.566696174311229,1310.0440087024897,113.25997734800453,0
dns-base,2,17,994,2340,1814,250,41.6546142068001,5,188,tcp-fin,1,6.001734615557703,23.862896831457427,3.9759998409600064,0
dns-base,3,6,17995,4581,6949,234,49.02988846328352,36,73,aged-out,1,4.772598094920245,367.0209517867086,76.9017061153117,0
incomplete,2,6,11931,8843,6786,210,22.546312582215258,58,39,tcp-rst-from-server,1,9.314157518780908,529.177206459881,56.81428300884367,0
ping,2,6,823,4088,3450,11,25.26909722664599,87,217,tcp-rst-from-client,1,0.4353141526266754,32.56941341925035,74.81811380171473,0
ping,1,6,6518,9586,9231,347,16.149663637166512,20,75,tcp-fin,1,21.48650231552801,403.5994872985925,18.783861130148097,0
incomplete,3,6,17543,6036,518,385,59.356593913873006,180,21,tcp-rst-from-server,1,6.48622014424273,295.55262335181874,45.566232582695264,0
dns-base,1,17,2352,5165,9483,385,57.4450902536038,221,54,tcp-rst-from-client,1,6.702051146230651,40.943439729699975,6.109090750413228,0
dns-base,3,17,5678,1146,8352,44,25.45666417520721,48,199,aged-out,1,1.7284268831492733,223.0456327845812,129.0454252169488,0
ping,2,17,18191,7456,9949,476,25.19624417134551,162,215,tcp-rst-from-server,1,18.891697026192567,721.9723962257751,38.21638575175661,0
ping,2,17,15150,909,2654,157,45.38931716580288,45,30,tcp-rst-from-client,1,3.458962928145949,333.7789067605804,96.49680914033064,0
dns-base,4,17,804,2309,5733,25,34.877952486896,54,220,aged-out,1,0.7167849902181858,23.05180528541685,32.15998713600515,0
dns-base,3,6,13841,5971,4771,353,53.00578731081756,205,41,tcp-rst-from-server,1,6.65964890462951,261.12238098860354,39.20963061729092,0
dns-base,2,6,1325,2050,1938,234,34.37307035671087,213,104,tcp-rst-from-server,1,6.807652894987479,38.54760720452312,5.662392920410559,0
dns-base,2,6,5826,802,8448,205,23.139436432830976,26,45,tcp-rst-from-client,1,8.85933034720915,251.77784684312445,28.41951080880435,0
ping,1,6,19736,893,336,107,34.85984233307663,29,22,aged-out,1,3.0694335414173133,566.1527137702066,184.448580892656,0
incomplete,3,17,17671,412,2011,497,2.4623521202218948,27,197,tcp-rst-from-server,1,201.83871247792467,7176.442430980698,35.55533127655269,0
dns-base,3,17,16999,2858,8339,313,32.86465254102861,79,84,aged-out,1,9.523907315623498,517.2424934769452,54.30990241821399,0
